Date,Open,High,Low,Close,Adj_Close,Volume
Nov 15  2024,520.3,524.5,498.81,503.37,503.37,4 612 400
Nov 18  2024,505.0,505.51,497.69,499.51,499.51,2 259 700
Nov 19  2024,496.0,502.41,495.46,499.61,499.61,1 961 700
Nov 20  2024,505.41,506.36,494.61,499.5,499.5,1 874 900
Nov 21  2024,502.1,508.57,493.1,504.44,504.44,2 002 100
Nov 22  2024,502.5,513.37,502.5,512.15,512.15,2 287 200
Nov 25  2024,519.09,523.21,513.19,518.73,518.73,3 320 000
Nov 26  2024,519.95,525.76,516.36,525.3,525.3,2 415 700
Nov 27  2024,523.21,525.88,508.72,513.68,513.68,2 324 200
Nov 29  2024,517.65,517.65,513.58,515.93,515.93,1 450 200
Dec 2  2024,512.85,518.77,511.53,516.2,516.2,2 006 900
Dec 3  2024,511.04,516.78,504.51,516.26,516.26,2 119 300
Dec 4  2024,523.02,541.77,521.01,536.49,536.49,3 307 000
Dec 5  2024,534.42,540.11,529.79,538.22,538.22,2 629 100
Dec 6  2024,544.15,554.37,542.9,552.96,552.96,2 964 100
Dec 9  2024,556.1,557.9,546.11,547.93,547.93,3 588 700
Dec 10  2024,547.35,552.83,544.22,547.05,547.05,2 762 900
Dec 11  2024,547.05,552.3,541.74,549.93,549.93,6 690 600
Dec 12  2024,487.5,494.0,470.9,474.63,474.63,17 344 900
Dec 13  2024,473.98,474.91,456.8,465.69,465.69,11 395 500
Dec 16  2024,467.19,473.62,461.2,461.53,461.53,5 807 000
Dec 17  2024,460.59,465.86,452.48,455.23,455.23,7 514 500
Dec 18  2024,453.24,455.25,441.1,441.31,441.31,6 511 100
Dec 19  2024,443.41,449.0,437.11,437.39,437.39,6 479 500
Dec 20  2024,433.02,451.42,432.47,447.17,447.17,8 220 000
Dec 23  2024,447.0,451.43,443.42,446.74,446.74,3 781 200
Dec 24  2024,446.5,448.87,442.57,447.94,447.94,1 685 000
Dec 26  2024,445.85,452.34,444.68,450.16,450.16,2 131 200
Dec 27  2024,446.88,449.91,441.11,446.48,446.48,2 947 200
Dec 30  2024,442.94,447.6,438.57,445.8,445.8,3 473 200
Dec 31  2024,446.35,448.5,442.81,444.68,444.68,2 285 100
Jan 2  2025,447.76,450.12,440.56,441.0,441.0,2 504 700
Jan 3  2025,429.45,433.3,425.32,430.57,430.57,5 617 000
Jan 6  2025,431.88,436.41,427.79,431.18,431.18,3 994 400
Jan 7  2025,431.37,435.18,420.51,422.63,422.63,4 181 400
Jan 8  2025,417.34,422.66,415.51,419.58,419.58,3 508 800
Jan 10  2025,410.0,413.1,405.32,405.92,405.92,5 564 300
Jan 13  2025,404.27,409.96,403.75,408.5,408.5,4 558 800
Jan 14  2025,407.25,412.75,405.07,412.71,412.71,3 577 100
Jan 15  2025,421.7,423.97,415.66,417.28,417.28,4 345 800
Jan 16  2025,418.21,428.89,418.0,426.93,426.93,4 185 600
Jan 17  2025,434.35,435.99,425.7,429.99,429.99,4 012 700
Jan 21  2025,433.26,439.98,431.5,436.36,436.36,3 833 300
Jan 22  2025,438.0,439.73,433.43,437.32,437.32,3 391 600
Jan 23  2025,435.88,437.73,432.49,437.28,437.28,2 716 700
Jan 24  2025,437.28,441.88,434.73,435.38,435.38,2 631 800
Jan 27  2025,430.23,445.45,430.12,438.6,438.6,5 086 300
Jan 28  2025,436.27,445.81,431.64,442.84,442.84,5 376 400
Jan 29  2025,439.92,444.36,438.83,441.68,441.68,2 997 600
Jan 30  2025,439.67,448.42,439.23,446.0,446.0,3 290 100
Jan 31  2025,446.98,447.01,435.83,437.45,437.45,4 689 100
Feb 3  2025,437.8,442.74,430.88,438.6,438.6,3 348 700
Feb 4  2025,435.43,443.58,434.26,440.23,440.23,2 647 700
Feb 5  2025,440.75,444.95,436.27,437.63,437.63,2 937 800
Feb 6  2025,437.63,439.96,434.35,435.4,435.4,2 568 100
Feb 7  2025,436.24,441.0,432.41,433.07,433.07,2 693 500
Feb 10  2025,439.25,453.37,439.0,451.1,451.1,3 946 700
Feb 11  2025,449.0,461.55,448.29,458.82,458.82,3 257 000
Feb 12  2025,458.0,463.0,451.3,462.76,462.76,3 308 500
Feb 13  2025,465.21,465.7,457.03,459.22,459.22,2 794 400
Feb 14  2025,463.35,464.99,458.0,460.16,460.16,2 623 000
Feb 18  2025,462.65,464.33,453.07,464.11,464.11,2 973 800
Feb 19  2025,463.61,463.61,455.32,456.99,456.99,2 965 500
Feb 20  2025,457.44,461.0,451.57,454.69,454.69,2 337 600
Feb 21  2025,453.28,453.75,440.69,444.32,444.32,3 376 000
Feb 24  2025,445.11,446.28,440.91,444.42,444.42,2 807 900
Feb 25  2025,443.47,447.49,439.17,443.41,443.41,2 612 700
Feb 26  2025,443.8,447.65,438.4,441.5,441.5,1 947 600
Feb 27  2025,441.79,444.57,436.82,437.19,437.19,2 340 200
Feb 28  2025,438.16,440.37,432.1,438.56,438.56,3 936 900
Mar 3  2025,440.65,448.09,438.21,440.72,440.72,2 607 700
Mar 4  2025,439.25,448.82,434.7,446.03,446.03,2 942 200
Mar 5  2025,443.65,453.26,443.11,451.24,451.24,2 406 200
Mar 6  2025,444.73,452.19,441.19,444.78,444.78,2 732 100
Mar 7  2025,442.0,452.51,440.99,449.4,449.4,3 039 500
Mar 10  2025,443.11,444.54,433.23,435.08,435.08,4 001 600
Mar 11  2025,432.88,441.33,431.0,433.66,433.66,3 145 200
Mar 12  2025,436.69,443.9,435.5,438.6,438.6,5 515 900
Mar 13  2025,405.27,405.77,374.5,377.84,377.84,14 386 600
Mar 14  2025,379.75,396.36,377.8,394.74,394.74,6 134 800
Mar 17  2025,394.12,399.94,387.13,399.34,399.34,4 258 500
Mar 18  2025,395.36,395.95,384.57,391.37,391.37,4 297 300
Mar 19  2025,394.1,395.26,387.0,387.89,387.89,4 349 900
Mar 20  2025,386.9,397.82,385.8,389.61,389.61,4 009 500
Mar 21  2025,384.13,389.85,382.45,387.26,387.26,7 607 300
Mar 24  2025,392.47,396.86,391.38,394.47,394.47,5 223 000
Mar 25  2025,393.57,404.32,392.99,403.64,403.64,3 648 600
Mar 26  2025,403.0,404.5,397.01,397.81,397.81,3 425 000
Mar 27  2025,397.44,401.48,392.51,396.15,396.15,2 729 700
Mar 28  2025,393.89,396.92,384.76,385.71,385.71,3 830 300
Mar 31  2025,380.0,384.8,374.67,383.53,383.53,3 960 700
Apr 1  2025,381.13,384.0,375.53,383.2,383.2,3 847 800
Apr 2  2025,378.28,388.0,376.54,385.78,385.78,2 859 100
Apr 3  2025,371.88,376.01,366.29,367.25,367.25,5 324 400
Apr 4  2025,359.0,361.73,348.8,349.07,349.07,5 867 600
Apr 7  2025,335.54,358.36,332.01,340.7,340.7,7 690 900
Apr 8  2025,350.1,350.74,333.83,340.0,340.0,6 650 800
Apr 9  2025,338.74,365.72,333.43,364.64,364.64,7 186 300
Apr 10  2025,360.97,362.5,341.52,350.05,350.05,5 695 000
Apr 11  2025,351.44,353.1,342.35,352.47,352.47,3 941 800
Apr 14  2025,359.51,362.05,348.5,350.91,350.91,3 286 000
Apr 15  2025,351.05,356.49,349.19,350.38,350.38,3 030 400
Apr 16  2025,345.0,350.38,341.31,344.19,344.19,3 687 900
Apr 17  2025,349.75,351.88,345.09,348.8,348.8,5 206 500
Apr 21  2025,344.57,346.68,338.64,343.22,343.22,3 691 200
Apr 22  2025,349.14,352.08,344.37,349.91,349.91,3 250 400
Apr 23  2025,358.12,363.0,349.8,351.96,351.96,3 168 000
Apr 24  2025,353.59,361.12,353.25,360.91,360.91,3 085 100
Apr 25  2025,361.7,369.31,359.99,367.72,367.72,3 499 300
Apr 28  2025,368.05,370.99,364.58,368.62,368.62,3 163 400
Apr 29  2025,367.21,373.88,366.88,370.98,370.98,2 198 300
Apr 30  2025,366.87,376.0,363.56,374.98,374.98,3 305 500
May 1  2025,378.3,380.44,374.07,374.63,374.63,2 848 800
May 2  2025,380.09,383.56,379.19,380.87,380.87,2 340 700
May 5  2025,379.29,384.54,378.4,381.06,381.06,2 095 600
May 6  2025,376.57,386.52,375.05,382.98,382.98,2 970 100
May 7  2025,384.7,387.83,380.95,384.97,384.97,2 153 000
May 8  2025,388.3,388.73,383.4,383.99,383.99,3 383 900
May 9  2025,386.18,388.77,382.33,383.28,383.28,2 031 300
May 12  2025,394.33,397.82,392.76,395.94,395.94,3 157 700
May 13  2025,395.9,399.67,394.71,397.4,397.4,2 664 100
May 14  2025,396.85,400.12,396.42,399.47,399.47,2 409 200
May 15  2025,399.35,404.85,399.35,404.69,404.69,2 763 800
May 16  2025,414.62,421.77,412.06,417.13,417.13,5 391 500
May 19  2025,413.53,421.27,413.2,420.68,420.68,3 008 000
May 20  2025,417.87,419.13,414.29,417.61,417.61,2 453 000
May 21  2025,414.86,422.95,412.59,414.03,414.03,2 495 800
May 22  2025,412.51,417.9,412.51,414.33,414.33,1 889 500
May 23  2025,409.11,411.45,407.15,407.69,407.69,2 087 700
May 27  2025,412.76,414.95,411.6,413.1,413.1,2 680 400
May 28  2025,413.81,416.37,411.42,412.23,412.23,2 246 500
May 29  2025,414.0,415.42,410.47,413.36,413.36,1 780 400
May 30  2025,414.14,417.86,411.53,415.09,415.09,4 231 300
Jun 2  2025,408.88,410.0,396.73,403.4,403.4,4 152 300
Jun 3  2025,403.0,411.53,402.48,410.93,410.93,1 078 461
